NodeLeftSchemaName,NodeLeftTableName,NodeLeftName,NodeLeftDataType,NodeRightSchemaName,NodeRightTableName,NodeRightName,NodeRightDataType,BERT_BASE,FUZZY_MATCH,SYN_AND_SEM_MATCH
LPanEmr,Patient,allergichistory,String,Krsiloemr,tblPatient,Age,Long,0.3515,33,0.7671
Openemr_Lists,Lists,uuid,String,Openemr_PatientData,Patientdata,hipaa_notice,String,0.7046,25,0.7115
Openemr_PatientData,Patientdata,ethnicity,String,emrbots,PatientCorePopulatedTable,PatientId,String,0.4638,35,0.7565
Openemr_PatientData,Patientdata,guardianphone,Long,LPanEmr,Patient,heartrate,Long,0.5469,33,0.5531
Krsiloemr,tblPatient,LongitudinalStrain,Double,MedTakmi_Cdi_Emr_CareHistory,Cdi,DateOfAdmission,DateTime,0.7225,33,0.7349
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.5852,29,0.6325
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,pharmacy_id,Long,0.5468,27,0.7857
Openemr_PatientData,Patientdata,publ_code_eff_date,String,Krsiloemr,tblPatient,Ee,Double,0.5888,50,0.6989
Openemr_Lists,Lists,activity,Long,Openemr_PatientData,Patientdata,ss,Long,0.5938,0,0.6797
Openemr_Lists,Lists,reinjury_id,Long,Openemr_PatientData,Patientdata,pricelevel,String,0.5769,20,0.8563
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,Openemr_PatientData,Patientdata,genericname1,String,0.5288,50,0.7299
Openemr_PatientData,Patientdata,financial,String,LPanEmr,Patient,weight,Long,0.6447,17,0.5327
Openemr_PatientData,Patientdata,fitness,Long,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.4529,43,0.8219
Openemr_PatientData,Patientdata,usertext1,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.5167,33,0.7345
emrbots,PatientCorePopulatedTable,PatientId,String,Openemr_PatientData,Patientdata,ethnicity,String,0.4638,33,0.7565
Krsiloemr,tblPatient,LongitudinalStrain,Double,Openemr_PatientData,Patientdata,family_size,Long,0.5802,27,0.7683
LPanEmr,Patient,pasthistory,String,emrbots,PatientCorePopulatedTable,PatientLanguage,String,0.5321,36,0.9223
Krsiloemr,tblPatient,LVEF,Double,Openemr_PatientData,Patientdata,deceased_reason,String,0.5155,0,0.5809
Openemr_Lists,Lists,enddate,Date,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,patientID,Long,0.6061,43,0.7351
Openemr_Lists,Lists,external_id,String,LPanEmr,Patient,heartrate,Long,0.4927,44,0.8004
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,Openemr_PatientData,Patientdata,protect_indicator,String,0.5431,35,0.8519
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,Openemr_PatientData,Patientdata,ss,Long,0.7002,0,0.7135
Openemr_PatientData,Patientdata,genericname1,String,emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,0.6729,33,0.6784
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,Openemr_PatientData,Patientdata,usertext4,String,0.6254,25,0.681
Openemr_PatientData,Patientdata,usertext5,String,Krsiloemr,tblPatient,NTproBNP,Double,0.6157,13,0.6234
Openemr_PatientData,Patientdata,guardianemail,String,Openemr_Lists,Lists,type,String,0.73,25,0.6724
LPanEmr,Patient,allergichistory,String,Openemr_PatientData,Patientdata,usertext5,String,0.3512,22,0.6582
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,mothersname,String,0.4793,18,0.6815
LPanEmr,Patient,height,Long,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.5983,17,0.5526
MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,Openemr_PatientData,Patientdata,protect_indicator,String,0.6589,44,0.7518
Openemr_PatientData,Patientdata,allow_imm_reg_use,String,LPanEmr,Patient,illness,String,0.408,29,0.7348
emrbots,PatientCorePopulatedTable,PatientId,String,MedTakmi_Cdi_Emr_Therapy,Cdi,date,DateTime,0.5352,75,0.788
Openemr_PatientData,Patientdata,referral_source,String,Openemr_Lists,Lists,user,String,0.8291,50,0.7405
Openemr_PatientData,Patientdata,usertext7,String,Openemr_Lists,Lists,uuid,String,0.6475,25,0.6894
Openemr_Lists,Lists,comments,String,Openemr_PatientData,Patientdata,ad_reviewed,DateTime,0.7343,13,0.7548
Openemr_PatientData,Patientdata,monthly_income,Long,Krsiloemr,tblPatient,DateOfBirth,Date,0.7084,18,0.6882
LPanEmr,Patient,height,Long,Openemr_Lists,Lists,returndate,String,0.5204,33,0.5042
Openemr_PatientData,Patientdata,postal_code,Long,Krsiloemr,tblPatient,eSeptal,Double,0.6289,57,0.6959
Openemr_PatientData,Patientdata,userlist2,String,LPanEmr,Patient,description,String,0.6965,44,0.7518
Krsiloemr,tblPatient,SymptomsAndSigns,Long,Openemr_PatientData,Patientdata,phone_cell,Long,0.4498,30,0.6588
LPanEmr,Patient,pid,Long,Openemr_PatientData,Patientdata,hipaa_mail,String,0.7,33,0.7129
emrbots,PatientCorePopulatedTable,PatientId,String,Openemr_PatientData,Patientdata,imm_reg_status,String,0.6865,22,0.8027
Krsiloemr,tblPatient,TRV,Double,Openemr_PatientData,Patientdata,guardiancity,String,0.6408,0,0.6243
Openemr_Lists,Lists,destination,String,Openemr_PatientData,Patientdata,occupation,String,0.737,50,0.876
Openemr_PatientData,Patientdata,drivers_license,String,LPanEmr,Patient,systailicbp,Long,0.5062,36,0.7077
MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,Openemr_PatientData,Patientdata,financial_review,DateTime,0.4155,33,0.5994
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,uuid,String,0.5753,25,0.6404
Openemr_PatientData,Patientdata,interpretter,String,Openemr_Lists,Lists,erx_source,Long,0.7709,42,0.7984
LPanEmr,Patient,weight,Long,Openemr_PatientData,Patientdata,interpretter,String,0.6024,33,0.5498
Openemr_PatientData,Patientdata,genericval1,String,Krsiloemr,tblPatient,ClinicalHistory,Long,0.5409,45,0.6433
Openemr_PatientData,Patientdata,prot_indi_effdate,String,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.7229,31,0.8031
emrbots,PatientCorePopulatedTable,PatientRace,String,Openemr_PatientData,Patientdata,title,String,0.5914,60,0.6655
LPanEmr,Patient,advice,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.5648,50,0.6429
emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,Openemr_PatientData,Patientdata,guardiancountry,String,0.5737,47,0.6874
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,Openemr_PatientData,Patientdata,cmsportal_login,String,0.6682,20,0.6997
Openemr_PatientData,Patientdata,sex,String,Openemr_Lists,Lists,returndate,String,0.422,33,0.7018
Openemr_PatientData,Patientdata,pricelevel,String,Openemr_Lists,Lists,reinjury_id,Long,0.5769,20,0.8563
Openemr_Lists,Lists,comments,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.5397,25,0.799
Openemr_PatientData,Patientdata,ethnoracial,String,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.65,27,0.7353
Openemr_PatientData,Patientdata,guardiancity,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.6377,25,0.6838
Openemr_PatientData,Patientdata,uuid,String,Krsiloemr,tblPatient,ClinicalHistory,Long,0.4598,25,0.7141
Openemr_PatientData,Patientdata,publ_code_eff_date,String,LPanEmr,Patient,advice,String,0.5219,33,0.7386
Openemr_Lists,Lists,classification,Long,emrbots,PatientCorePopulatedTable,AdmissionId,Long,0.8487,45,0.7098
emrbots,PatientCorePopulatedTable,PatientId,String,MedTakmi_Cdi_Emr_Profile,Cdi,name,String,0.6292,50,0.4838
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,result,String,Openemr_PatientData,Patientdata,mname,String,0.8073,20,0.7723
Openemr_PatientData,Patientdata,industry,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.5753,25,0.642
Openemr_PatientData,Patientdata,hipaa_allowsms,String,Krsiloemr,tblPatient,eSeptal,Double,0.7199,43,0.7659
Openemr_Lists,Lists,enddate,Date,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.5691,50,0.7423
LPanEmr,Patient,pasthistory,String,Openemr_PatientData,Patientdata,fitness,Long,0.4271,29,0.6984
Openemr_PatientData,Patientdata,genericname1,String,Krsiloemr,tblPatient,PhysicalExam,Long,0.6811,35,0.6912
Openemr_PatientData,Patientdata,publicity_code,String,Krsiloemr,tblPatient,Age,Long,0.4615,33,0.5637
MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,Openemr_PatientData,Patientdata,id,Long,0.6627,50,0.6706
Openemr_PatientData,Patientdata,protect_indicator,String,LPanEmr,Patient,temperature,Long,0.5842,36,0.8553
Openemr_Lists,Lists,diagnosis,String,Openemr_PatientData,Patientdata,date,DateTime,0.6042,50,0.8586
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,title,String,0.5868,20,0.7868
emrbots,PatientCorePopulatedTable,PatientLanguage,String,MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,0.5219,27,0.7936
Openemr_PatientData,Patientdata,pid,Long,emrbots,PatientCorePopulatedTable,PatientId,String,0.5805,33,0.7019
Openemr_PatientData,Patientdata,pubpid,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.6217,33,0.6896
Openemr_Lists,Lists,injury_grade,String,Krsiloemr,tblPatient,LVMI,Double,0.5584,0,0.7576
Openemr_Lists,Lists,erx_uploaded,Long,Openemr_PatientData,Patientdata,userlist7,String,0.7238,22,0.8128
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,userlist1,String,0.56,33,0.6522
LPanEmr,Patient,diastolicbp,Long,Openemr_PatientData,Patientdata,contact_relationship,String,0.5761,45,0.7967
LPanEmr,Patient,weight,Long,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.5187,50,0.4732
Openemr_PatientData,Patientdata,monthly_income,Long,Krsiloemr,tblPatient,PhysicalExam,Long,0.4534,45,0.6512
Openemr_PatientData,Patientdata,guardianstate,String,Krsiloemr,tblPatient,eSeptal,Double,0.7605,29,0.7463
MedTakmi_Cdi_Emr_CareHistory,Cdi,department,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.828,38,0.6295
Openemr_PatientData,Patientdata,fitness,Long,emrbots,PatientCorePopulatedTable,PatientRace,String,0.5486,29,0.7018
Openemr_PatientData,Patientdata,guardianemail,String,MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,0.5255,23,0.7051
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,Openemr_PatientData,Patientdata,allow_patient_portal,String,0.652,33,0.7265
Openemr_PatientData,Patientdata,care_team_provider,String,Openemr_Lists,Lists,verification,String,0.6618,25,0.6943
Openemr_PatientData,Patientdata,usertext7,String,Openemr_Lists,Lists,enddate,Date,0.5996,43,0.7753
Openemr_PatientData,Patientdata,squad,String,Krsiloemr,tblPatient,PatientID,String,0.6639,0,0.7432
Openemr_PatientData,Patientdata,contrastart,DateTime,Openemr_Lists,Lists,external_id,String,0.7444,27,0.752
LPanEmr,Patient,name,String,Krsiloemr,tblPatient,EncounterDate,Date,0.7635,50,0.5354
MedTakmi_Cdi_Emr_CareHistory,Cdi,patientID,Long,Openemr_PatientData,Patientdata,email_direct,String,0.5449,38,0.7788
LPanEmr,Patient,diagnosis,String,emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,0.6243,33,0.8361
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,Openemr_PatientData,Patientdata,race,String,0.4766,50,0.7891
Openemr_PatientData,Patientdata,billing_note,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.6394,43,0.7981
MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,Openemr_Lists,Lists,severity_al,String,0.7079,27,0.7757
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,Openemr_PatientData,Patientdata,fname,String,0.7165,40,0.7653
Openemr_Lists,Lists,extrainfo,String,LPanEmr,Patient,description,String,0.6814,44,0.6393
Openemr_PatientData,Patientdata,race,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.5529,50,0.7822
Openemr_Lists,Lists,list_option_id,String,Openemr_PatientData,Patientdata,publ_code_eff_date,String,0.7561,36,0.7946
Openemr_PatientData,Patientdata,industry,String,Openemr_Lists,Lists,referredby,String,0.692,25,0.6694
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,Krsiloemr,tblPatient,eSeptal,Double,0.7866,14,0.771
Openemr_Lists,Lists,id,Long,Openemr_PatientData,Patientdata,street,String,0.6437,0,0.7107
Openemr_Lists,Lists,erx_uploaded,Long,Openemr_PatientData,Patientdata,ethnoracial,String,0.6466,27,0.7927
Krsiloemr,tblPatient,DateOfBirth,Date,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.5897,27,0.7109
Krsiloemr,tblPatient,LVMI,Double,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.7138,0,0.6971
LPanEmr,Patient,weight,Long,Openemr_PatientData,Patientdata,protect_indicator,String,0.5444,33,0.5886
Openemr_PatientData,Patientdata,care_team_provider,String,LPanEmr,Patient,temperature,Long,0.5259,45,0.6761
Openemr_Lists,Lists,groupname,String,Openemr_PatientData,Patientdata,id,Long,0.8141,0,0.7299
Openemr_PatientData,Patientdata,occupation,String,emrbots,PatientCorePopulatedTable,diagnosis,String,0.6711,22,0.799
Openemr_PatientData,Patientdata,imm_reg_status,String,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.6007,17,0.7414
LPanEmr,Patient,advice,String,Openemr_PatientData,Patientdata,family_size,Long,0.4827,33,0.7942
Openemr_Lists,Lists,subtype,String,Openemr_PatientData,Patientdata,monthly_income,Long,0.4277,29,0.6814
Openemr_PatientData,Patientdata,religion,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.5308,25,0.7782
Openemr_Lists,Lists,pid,Long,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.6845,33,0.7501
Krsiloemr,tblPatient,Gender,String,Openemr_PatientData,Patientdata,mothersname,String,0.5436,33,0.6208
MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.6162,25,0.7195
Openemr_Lists,Lists,type,String,Openemr_PatientData,Patientdata,hipaa_mail,String,0.6844,25,0.6779
LPanEmr,Patient,illness,String,Openemr_PatientData,Patientdata,deceased_reason,String,0.7244,29,0.7378
Openemr_Lists,Lists,severity_al,String,Openemr_PatientData,Patientdata,publ_code_eff_date,String,0.6124,36,0.744
Krsiloemr,tblPatient,PatientMRNNo,Long,Openemr_PatientData,Patientdata,status,String,0.7039,33,0.1875
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,Openemr_PatientData,Patientdata,id,Long,0.6281,50,0.7783
Openemr_PatientData,Patientdata,phone_contact,Long,LPanEmr,Patient,temperature,Long,0.4926,27,0.8479
Krsiloemr,tblPatient,eSeptal,Double,Openemr_PatientData,Patientdata,guardianphone,Long,0.7493,14,0.6121
Openemr_Lists,Lists,activity,Long,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,patientID,Long,0.5025,50,0.7294
Openemr_Lists,Lists,destination,String,emrbots,PatientCorePopulatedTable,PatientDateOfBirth,Date,0.4821,45,0.717
Openemr_Lists,Lists,referredby,String,LPanEmr,Patient,description,String,0.9225,20,0.7845
Openemr_Lists,Lists,type,String,Krsiloemr,tblPatient,ClinicalHistory,Long,0.4703,50,0.8341
MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,Openemr_PatientData,Patientdata,allow_imm_reg_use,String,0.7405,35,0.7049
Openemr_Lists,Lists,list_option_id,String,MedTakmi_Cdi_Emr_Therapy,Cdi,date,DateTime,0.5839,25,0.8415
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,Openemr_PatientData,Patientdata,genericval2,String,0.6231,36,0.716
Openemr_Lists,Lists,list_option_id,String,Openemr_PatientData,Patientdata,cmsportal_login,String,0.7974,43,0.7452
Krsiloemr,tblPatient,LongitudinalStrain,Double,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.5965,44,0.7074
Krsiloemr,tblPatient,PatientMRNNo,Long,Openemr_PatientData,Patientdata,usertext5,String,0.5822,33,0.2194
Openemr_PatientData,Patientdata,pid,Long,Openemr_Lists,Lists,id,Long,0.7988,100,0.7394
emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,Openemr_PatientData,Patientdata,userlist3,String,0.6121,33,0.8051
Openemr_Lists,Lists,external_id,String,Openemr_PatientData,Patientdata,deceased_date,String,0.5885,45,0.743
Openemr_PatientData,Patientdata,pubpid,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.6415,33,0.6715
Openemr_PatientData,Patientdata,providerID,Long,Openemr_Lists,Lists,extrainfo,String,0.6973,22,0.7504
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,emrbots,PatientCorePopulatedTable,PatientGender,String,0.7093,33,0.6452
LPanEmr,Patient,systailicbp,Long,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.716,27,0.7711
LPanEmr,Patient,diagnosis,String,Openemr_PatientData,Patientdata,ss,Long,0.7123,50,0.7218
Openemr_PatientData,Patientdata,usertext5,String,emrbots,PatientCorePopulatedTable,PatientRace,String,0.4636,33,0.7582
Openemr_PatientData,Patientdata,usertext8,String,Openemr_Lists,Lists,date,DateTime,0.5628,50,0.7906
MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,Openemr_PatientData,Patientdata,referral_source,String,0.7715,47,0.6605
MedTakmi_Cdi_Emr_CareHistory,Cdi,department,String,Krsiloemr,tblPatient,eSeptal,Double,0.8154,43,0.5355
Openemr_Lists,Lists,verification,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.7774,50,0.6465
LPanEmr,Patient,illness,String,Openemr_PatientData,Patientdata,guardiansex,String,0.4918,43,0.629
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.6413,75,0.7828
Openemr_PatientData,Patientdata,billing_note,String,emrbots,PatientCorePopulatedTable,PatientDateOfBirth,Date,0.561,33,0.7412
emrbots,PatientCorePopulatedTable,PatientLanguage,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.5961,50,0.7587
Openemr_PatientData,Patientdata,deceased_reason,String,LPanEmr,Patient,birthday,Date,0.4852,25,0.6728
MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,LPanEmr,Patient,status,String,0.682,33,0.7624
Openemr_PatientData,Patientdata,care_team_facility,String,Krsiloemr,tblPatient,LongitudinalStrain,Double,0.6059,22,0.7171
Openemr_PatientData,Patientdata,guardianrelationship,String,Openemr_Lists,Lists,id,Long,0.6849,50,0.7675
LPanEmr,Patient,advice,String,Openemr_PatientData,Patientdata,mothersname,String,0.5991,33,0.6635
Openemr_PatientData,Patientdata,userlist6,String,Openemr_Lists,Lists,activity,Long,0.5442,25,0.7892
emrbots,PatientCorePopulatedTable,PatientRace,String,Openemr_PatientData,Patientdata,fname,String,0.5952,40,0.8322
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,Openemr_PatientData,Patientdata,email_direct,String,0.4728,50,0.8212
Openemr_Lists,Lists,classification,Long,Openemr_PatientData,Patientdata,guardianphone,Long,0.6994,40,0.5537
Openemr_Lists,Lists,list_option_id,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.6507,21,0.8212
LPanEmr,Patient,illness,String,emrbots,PatientCorePopulatedTable,diagnosis,String,0.6137,43,0.7143
Openemr_Lists,Lists,erx_uploaded,Long,emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,0.7218,25,0.8318
Openemr_Lists,Lists,subtype,String,LPanEmr,Patient,advice,String,0.7263,17,0.7709
Krsiloemr,tblPatient,Ee,Double,Openemr_PatientData,Patientdata,allow_imm_reg_use,String,0.6533,50,0.6679
Openemr_Lists,Lists,destination,String,LPanEmr,Patient,status,String,0.8401,67,0.6836
Krsiloemr,tblPatient,Gender,String,Openemr_PatientData,Patientdata,guardianworkphone,Long,0.5548,33,0.6336
Openemr_PatientData,Patientdata,industry,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.4752,38,0.6929
Openemr_PatientData,Patientdata,hipaa_allowsms,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.676,38,0.788
Openemr_PatientData,Patientdata,phone_biz,Long,Krsiloemr,tblPatient,PatientName,String,0.539,22,0.6739
Openemr_PatientData,Patientdata,completed_ad,String,MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,0.6176,33,0.7106
MedTakmi_Cdi_Emr_Profile,Cdi,name,String,Openemr_PatientData,Patientdata,homeless,String,0.3317,50,0.6626
Openemr_PatientData,Patientdata,ethnoracial,String,Openemr_Lists,Lists,list_option_id,String,0.6529,27,0.8205
Openemr_PatientData,Patientdata,userlist1,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,0.6859,33,0.8362
Openemr_PatientData,Patientdata,soap_import_status,String,Openemr_Lists,Lists,subtype,String,0.547,29,0.7107
Krsiloemr,tblPatient,PhysicalExam,Long,Openemr_PatientData,Patientdata,guardianaddress,String,0.5985,25,0.7086
LPanEmr,Patient,name,String,Openemr_PatientData,Patientdata,usertext8,String,0.6432,25,0.5128
