NodeLeftSchemaName,NodeLeftTableName,NodeLeftName,NodeLeftDataType,NodeRightSchemaName,NodeRightTableName,NodeRightName,NodeRightDataType,BERT_BASE,FUZZY_MATCH,SYN_AND_SEM_MATCH
Openemr_PatientData,Patientdata,care_team_facility,String,Openemr_Lists,Lists,type,String,0.6531,50,0.8704
Openemr_PatientData,Patientdata,contact_relationship,String,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.65,31,0.901
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnAdmission,String,Openemr_PatientData,Patientdata,userlist5,String,0.4844,22,0.8593
Krsiloemr,tblPatient,BNP,Double,Openemr_PatientData,Patientdata,DOB,Date,0.7731,33,0.9613
Openemr_PatientData,Patientdata,pid,Long,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.6845,33,0.9662
Krsiloemr,tblPatient,Gender,String,Openemr_PatientData,Patientdata,fname,String,0.6457,40,0.9239
Openemr_PatientData,Patientdata,date,DateTime,Openemr_Lists,Lists,injury_type,String,0.4392,50,0.8502
Openemr_PatientData,Patientdata,postal_code,Long,MedTakmi_Cdi_Emr_CareHistory,Cdi,patientID,Long,0.4932,22,0.7795
LPanEmr,Patient,status,String,Openemr_Lists,Lists,returndate,String,0.7764,36,0.9273
Openemr_PatientData,Patientdata,financial_review,DateTime,MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,0.4557,25,0.6947
Openemr_PatientData,Patientdata,postal_code,Long,Krsiloemr,tblPatient,LAVI,Double,0.5895,0,0.8904
MedTakmi_Cdi_Emr_Therapy,Cdi,date,DateTime,Openemr_PatientData,Patientdata,mname,String,0.6379,50,0.9422
Openemr_PatientData,Patientdata,guardianpostalcode,Long,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.5891,57,0.9004
MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,Openemr_PatientData,Patientdata,fname,String,0.6576,20,0.9421
Openemr_PatientData,Patientdata,genericval2,String,MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,0.727,36,0.8635
Openemr_Lists,Lists,external_allergyid,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.5845,29,0.9155
Openemr_Lists,Lists,returndate,String,LPanEmr,Patient,allergichistory,String,0.4468,30,0.8092
Krsiloemr,tblPatient,Ee,Double,Openemr_Lists,Lists,modifydate,DateTime,0.7167,50,0.8613
Openemr_PatientData,Patientdata,state,String,Openemr_Lists,Lists,occurence,Long,0.7942,20,0.9523
emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,Openemr_Lists,Lists,external_allergyid,String,0.6095,22,0.9305
LPanEmr,Patient,insurance,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.6043,22,0.9112
Openemr_PatientData,Patientdata,userlist6,String,MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,0.62,33,0.8845
Openemr_PatientData,Patientdata,genericval2,String,MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,0.5676,22,0.8508
LPanEmr,Patient,allergichistory,String,Krsiloemr,tblPatient,Age,Long,0.3515,33,0.8072
Openemr_Lists,Lists,uuid,String,Openemr_PatientData,Patientdata,hipaa_notice,String,0.7046,25,0.9627
Openemr_PatientData,Patientdata,ethnicity,String,emrbots,PatientCorePopulatedTable,PatientId,String,0.4638,35,0.7446
Openemr_PatientData,Patientdata,guardianphone,Long,LPanEmr,Patient,heartrate,Long,0.5469,33,0.7581
Krsiloemr,tblPatient,LongitudinalStrain,Double,MedTakmi_Cdi_Emr_CareHistory,Cdi,DateOfAdmission,DateTime,0.7225,33,0.8884
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.5852,29,0.8414
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,pharmacy_id,Long,0.5468,27,0.7622
Openemr_PatientData,Patientdata,publ_code_eff_date,String,Krsiloemr,tblPatient,Ee,Double,0.5888,50,0.8536
Openemr_Lists,Lists,activity,Long,Openemr_PatientData,Patientdata,ss,Long,0.5938,0,0.9483
Openemr_Lists,Lists,reinjury_id,Long,Openemr_PatientData,Patientdata,pricelevel,String,0.5769,20,0.9115
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,Openemr_PatientData,Patientdata,genericname1,String,0.5288,50,0.8809
Openemr_PatientData,Patientdata,financial,String,LPanEmr,Patient,weight,Long,0.6447,17,0.7827
Openemr_PatientData,Patientdata,fitness,Long,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.4529,43,0.7755
Openemr_PatientData,Patientdata,usertext1,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.5167,33,0.8527
emrbots,PatientCorePopulatedTable,PatientId,String,Openemr_PatientData,Patientdata,ethnicity,String,0.4638,33,0.7446
Krsiloemr,tblPatient,LongitudinalStrain,Double,Openemr_PatientData,Patientdata,family_size,Long,0.5802,27,0.7983
LPanEmr,Patient,pasthistory,String,emrbots,PatientCorePopulatedTable,PatientLanguage,String,0.5321,36,0.8497
Krsiloemr,tblPatient,LVEF,Double,Openemr_PatientData,Patientdata,deceased_reason,String,0.5155,0,0.729
Openemr_Lists,Lists,enddate,Date,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,patientID,Long,0.6061,43,0.8077
Openemr_Lists,Lists,external_id,String,LPanEmr,Patient,heartrate,Long,0.4927,44,0.8483
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,Openemr_PatientData,Patientdata,protect_indicator,String,0.5431,35,0.8437
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,Openemr_PatientData,Patientdata,ss,Long,0.7002,0,0.9169
Openemr_PatientData,Patientdata,genericname1,String,emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,0.6729,33,0.8832
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,Openemr_PatientData,Patientdata,usertext4,String,0.6254,25,0.9359
Openemr_PatientData,Patientdata,usertext5,String,Krsiloemr,tblPatient,NTproBNP,Double,0.6157,13,0.9022
Openemr_PatientData,Patientdata,guardianemail,String,Openemr_Lists,Lists,type,String,0.73,25,0.8674
LPanEmr,Patient,allergichistory,String,Openemr_PatientData,Patientdata,usertext5,String,0.3512,22,0.7791
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,mothersname,String,0.4793,18,0.7054
LPanEmr,Patient,height,Long,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.5983,17,0.7283
MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,Openemr_PatientData,Patientdata,protect_indicator,String,0.6589,44,0.8475
Openemr_PatientData,Patientdata,allow_imm_reg_use,String,LPanEmr,Patient,illness,String,0.408,29,0.7048
emrbots,PatientCorePopulatedTable,PatientId,String,MedTakmi_Cdi_Emr_Therapy,Cdi,date,DateTime,0.5352,75,0.8101
Openemr_PatientData,Patientdata,referral_source,String,Openemr_Lists,Lists,user,String,0.8291,50,0.9594
Openemr_PatientData,Patientdata,usertext7,String,Openemr_Lists,Lists,uuid,String,0.6475,25,0.9415
Openemr_Lists,Lists,comments,String,Openemr_PatientData,Patientdata,ad_reviewed,DateTime,0.7343,13,0.9492
Openemr_PatientData,Patientdata,monthly_income,Long,Krsiloemr,tblPatient,DateOfBirth,Date,0.7084,18,0.8253
LPanEmr,Patient,height,Long,Openemr_Lists,Lists,returndate,String,0.5204,33,0.7474
Openemr_PatientData,Patientdata,postal_code,Long,Krsiloemr,tblPatient,eSeptal,Double,0.6289,57,0.8826
Openemr_PatientData,Patientdata,userlist2,String,LPanEmr,Patient,description,String,0.6965,44,0.9413
Krsiloemr,tblPatient,SymptomsAndSigns,Long,Openemr_PatientData,Patientdata,phone_cell,Long,0.4498,30,0.7522
LPanEmr,Patient,pid,Long,Openemr_PatientData,Patientdata,hipaa_mail,String,0.7,33,0.923
emrbots,PatientCorePopulatedTable,PatientId,String,Openemr_PatientData,Patientdata,imm_reg_status,String,0.6865,22,0.8094
Krsiloemr,tblPatient,TRV,Double,Openemr_PatientData,Patientdata,guardiancity,String,0.6408,0,0.821
Openemr_Lists,Lists,destination,String,Openemr_PatientData,Patientdata,occupation,String,0.737,50,0.9575
Openemr_PatientData,Patientdata,drivers_license,String,LPanEmr,Patient,systailicbp,Long,0.5062,36,0.841
MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,Openemr_PatientData,Patientdata,financial_review,DateTime,0.4155,33,0.7407
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,uuid,String,0.5753,25,0.8781
Openemr_PatientData,Patientdata,interpretter,String,Openemr_Lists,Lists,erx_source,Long,0.7709,42,0.9637
LPanEmr,Patient,weight,Long,Openemr_PatientData,Patientdata,interpretter,String,0.6024,33,0.7974
Openemr_PatientData,Patientdata,genericval1,String,Krsiloemr,tblPatient,ClinicalHistory,Long,0.5409,45,0.7787
Openemr_PatientData,Patientdata,prot_indi_effdate,String,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.7229,31,0.8989
emrbots,PatientCorePopulatedTable,PatientRace,String,Openemr_PatientData,Patientdata,title,String,0.5914,60,0.8244
LPanEmr,Patient,advice,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.5648,50,0.9134
emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,Openemr_PatientData,Patientdata,guardiancountry,String,0.5737,47,0.8032
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,Openemr_PatientData,Patientdata,cmsportal_login,String,0.6682,20,0.9361
Openemr_PatientData,Patientdata,sex,String,Openemr_Lists,Lists,returndate,String,0.422,33,0.8291
Openemr_PatientData,Patientdata,pricelevel,String,Openemr_Lists,Lists,reinjury_id,Long,0.5769,20,0.9115
Openemr_Lists,Lists,comments,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.5397,25,0.9195
Openemr_PatientData,Patientdata,ethnoracial,String,Krsiloemr,tblPatient,SymptomsAndSigns,Long,0.65,27,0.9139
Openemr_PatientData,Patientdata,guardiancity,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.6377,25,0.8394
Openemr_PatientData,Patientdata,uuid,String,Krsiloemr,tblPatient,ClinicalHistory,Long,0.4598,25,0.7735
Openemr_PatientData,Patientdata,publ_code_eff_date,String,LPanEmr,Patient,advice,String,0.5219,33,0.9136
Openemr_Lists,Lists,classification,Long,emrbots,PatientCorePopulatedTable,AdmissionId,Long,0.8487,45,0.9465
emrbots,PatientCorePopulatedTable,PatientId,String,MedTakmi_Cdi_Emr_Profile,Cdi,name,String,0.6292,50,0.8233
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,result,String,Openemr_PatientData,Patientdata,mname,String,0.8073,20,0.9542
Openemr_PatientData,Patientdata,industry,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,0.5753,25,0.8811
Openemr_PatientData,Patientdata,hipaa_allowsms,String,Krsiloemr,tblPatient,eSeptal,Double,0.7199,43,0.9426
Openemr_Lists,Lists,enddate,Date,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.5691,50,0.9027
LPanEmr,Patient,pasthistory,String,Openemr_PatientData,Patientdata,fitness,Long,0.4271,29,0.8024
Openemr_PatientData,Patientdata,genericname1,String,Krsiloemr,tblPatient,PhysicalExam,Long,0.6811,35,0.8892
Openemr_PatientData,Patientdata,publicity_code,String,Krsiloemr,tblPatient,Age,Long,0.4615,33,0.8531
MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,Openemr_PatientData,Patientdata,id,Long,0.6627,50,0.9202
Openemr_PatientData,Patientdata,protect_indicator,String,LPanEmr,Patient,temperature,Long,0.5842,36,0.8467
Openemr_Lists,Lists,diagnosis,String,Openemr_PatientData,Patientdata,date,DateTime,0.6042,50,0.8756
Openemr_Lists,Lists,injury_part,String,Openemr_PatientData,Patientdata,title,String,0.5868,20,0.84
emrbots,PatientCorePopulatedTable,PatientLanguage,String,MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,0.5219,27,0.844
Openemr_PatientData,Patientdata,pid,Long,emrbots,PatientCorePopulatedTable,PatientId,String,0.5805,33,0.827
Openemr_PatientData,Patientdata,pubpid,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.6217,33,0.8283
Openemr_Lists,Lists,injury_grade,String,Krsiloemr,tblPatient,LVMI,Double,0.5584,0,0.8726
Openemr_Lists,Lists,erx_uploaded,Long,Openemr_PatientData,Patientdata,userlist7,String,0.7238,22,0.9452
Openemr_Lists,Lists,injury_type,String,Openemr_PatientData,Patientdata,userlist1,String,0.56,33,0.8593
LPanEmr,Patient,diastolicbp,Long,Openemr_PatientData,Patientdata,contact_relationship,String,0.5761,45,0.9273
LPanEmr,Patient,weight,Long,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.5187,50,0.802
Openemr_PatientData,Patientdata,monthly_income,Long,Krsiloemr,tblPatient,PhysicalExam,Long,0.4534,45,0.7755
Openemr_PatientData,Patientdata,guardianstate,String,Krsiloemr,tblPatient,eSeptal,Double,0.7605,29,0.915
MedTakmi_Cdi_Emr_CareHistory,Cdi,department,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.828,38,0.9622
Openemr_PatientData,Patientdata,fitness,Long,emrbots,PatientCorePopulatedTable,PatientRace,String,0.5486,29,0.7898
Openemr_PatientData,Patientdata,guardianemail,String,MedTakmi_Cdi_Emr_Profile,Cdi,LiverDysfunction,String,0.5255,23,0.756
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,Openemr_PatientData,Patientdata,allow_patient_portal,String,0.652,33,0.8206
Openemr_PatientData,Patientdata,care_team_provider,String,Openemr_Lists,Lists,verification,String,0.6618,25,0.7551
Openemr_PatientData,Patientdata,usertext7,String,Openemr_Lists,Lists,enddate,Date,0.5996,43,0.9007
Openemr_PatientData,Patientdata,squad,String,Krsiloemr,tblPatient,PatientID,String,0.6639,0,0.814
Openemr_PatientData,Patientdata,contrastart,DateTime,Openemr_Lists,Lists,external_id,String,0.7444,27,0.8831
LPanEmr,Patient,name,String,Krsiloemr,tblPatient,EncounterDate,Date,0.7635,50,0.9212
MedTakmi_Cdi_Emr_CareHistory,Cdi,patientID,Long,Openemr_PatientData,Patientdata,email_direct,String,0.5449,38,0.8141
LPanEmr,Patient,diagnosis,String,emrbots,PatientCorePopulatedTable,PatientPopulationPercentageBelowPoverty,String,0.6243,33,0.8716
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,Openemr_PatientData,Patientdata,race,String,0.4766,50,0.8004
Openemr_PatientData,Patientdata,billing_note,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.6394,43,0.919
MedTakmi_Cdi_Emr_Profile,Cdi,RenalDysfunction,String,Openemr_Lists,Lists,severity_al,String,0.7079,27,0.9079
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfAdmission,Date,Openemr_PatientData,Patientdata,fname,String,0.7165,40,0.9455
Openemr_Lists,Lists,extrainfo,String,LPanEmr,Patient,description,String,0.6814,44,0.9403
Openemr_PatientData,Patientdata,race,String,Krsiloemr,tblPatient,DateOfBirth,Date,0.5529,50,0.8229
Openemr_Lists,Lists,list_option_id,String,Openemr_PatientData,Patientdata,publ_code_eff_date,String,0.7561,36,0.9071
Openemr_PatientData,Patientdata,industry,String,Openemr_Lists,Lists,referredby,String,0.692,25,0.8951
MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,Krsiloemr,tblPatient,eSeptal,Double,0.7866,14,0.9519
Openemr_Lists,Lists,id,Long,Openemr_PatientData,Patientdata,street,String,0.6437,0,0.902
Openemr_Lists,Lists,erx_uploaded,Long,Openemr_PatientData,Patientdata,ethnoracial,String,0.6466,27,0.9261
Krsiloemr,tblPatient,DateOfBirth,Date,Openemr_PatientData,Patientdata,guardianpostalcode,Long,0.5897,27,0.9032
Krsiloemr,tblPatient,LVMI,Double,MedTakmi_Cdi_Emr_Diagnosis,Cdi,outcome,String,0.7138,0,0.9409
LPanEmr,Patient,weight,Long,Openemr_PatientData,Patientdata,protect_indicator,String,0.5444,33,0.7434
Openemr_PatientData,Patientdata,care_team_provider,String,LPanEmr,Patient,temperature,Long,0.5259,45,0.697
Openemr_Lists,Lists,groupname,String,Openemr_PatientData,Patientdata,id,Long,0.8141,0,0.941
Openemr_PatientData,Patientdata,occupation,String,emrbots,PatientCorePopulatedTable,diagnosis,String,0.6711,22,0.8785
Openemr_PatientData,Patientdata,imm_reg_status,String,MedTakmi_Cdi_Emr_Profile,Cdi,gender,String,0.6007,17,0.9132
LPanEmr,Patient,advice,String,Openemr_PatientData,Patientdata,family_size,Long,0.4827,33,0.8587
Openemr_Lists,Lists,subtype,String,Openemr_PatientData,Patientdata,monthly_income,Long,0.4277,29,0.7775
Openemr_PatientData,Patientdata,religion,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.5308,25,0.7953
Openemr_Lists,Lists,pid,Long,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.6845,33,0.9662
Krsiloemr,tblPatient,Gender,String,Openemr_PatientData,Patientdata,mothersname,String,0.5436,33,0.814
MedTakmi_Cdi_Emr_Profile,Cdi,dateOfFirstVisit,Date,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.6162,25,0.9146
Openemr_Lists,Lists,type,String,Openemr_PatientData,Patientdata,hipaa_mail,String,0.6844,25,0.9172
LPanEmr,Patient,illness,String,Openemr_PatientData,Patientdata,deceased_reason,String,0.7244,29,0.7978
Openemr_Lists,Lists,severity_al,String,Openemr_PatientData,Patientdata,publ_code_eff_date,String,0.6124,36,0.8817
Krsiloemr,tblPatient,PatientMRNNo,Long,Openemr_PatientData,Patientdata,status,String,0.7039,33,0.8915
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,Openemr_PatientData,Patientdata,id,Long,0.6281,50,0.9273
Openemr_PatientData,Patientdata,phone_contact,Long,LPanEmr,Patient,temperature,Long,0.4926,27,0.7702
Krsiloemr,tblPatient,eSeptal,Double,Openemr_PatientData,Patientdata,guardianphone,Long,0.7493,14,0.8212
Openemr_Lists,Lists,activity,Long,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,patientID,Long,0.5025,50,0.8384
Openemr_Lists,Lists,destination,String,emrbots,PatientCorePopulatedTable,PatientDateOfBirth,Date,0.4821,45,0.8302
Openemr_Lists,Lists,referredby,String,LPanEmr,Patient,description,String,0.9225,20,0.9552
Openemr_Lists,Lists,type,String,Krsiloemr,tblPatient,ClinicalHistory,Long,0.4703,50,0.7557
MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,Openemr_PatientData,Patientdata,allow_imm_reg_use,String,0.7405,35,0.9052
Openemr_Lists,Lists,list_option_id,String,MedTakmi_Cdi_Emr_Therapy,Cdi,date,DateTime,0.5839,25,0.9032
MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,Openemr_PatientData,Patientdata,genericval2,String,0.6231,36,0.8784
Openemr_Lists,Lists,list_option_id,String,Openemr_PatientData,Patientdata,cmsportal_login,String,0.7974,43,0.9387
Krsiloemr,tblPatient,LongitudinalStrain,Double,MedTakmi_Cdi_Emr_Diagnosis,Cdi,patientID,Long,0.5965,44,0.7524
Krsiloemr,tblPatient,PatientMRNNo,Long,Openemr_PatientData,Patientdata,usertext5,String,0.5822,33,0.8639
Openemr_PatientData,Patientdata,pid,Long,Openemr_Lists,Lists,id,Long,0.7988,100,0.9624
emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,Openemr_PatientData,Patientdata,userlist3,String,0.6121,33,0.9433
Openemr_Lists,Lists,external_id,String,Openemr_PatientData,Patientdata,deceased_date,String,0.5885,45,0.8637
Openemr_PatientData,Patientdata,pubpid,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.6415,33,0.9106
Openemr_PatientData,Patientdata,providerID,Long,Openemr_Lists,Lists,extrainfo,String,0.6973,22,0.903
MedTakmi_Cdi_Emr_Therapy,Cdi,careGroup,String,emrbots,PatientCorePopulatedTable,PatientGender,String,0.7093,33,0.846
LPanEmr,Patient,systailicbp,Long,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeSite1,String,0.716,27,0.9131
LPanEmr,Patient,diagnosis,String,Openemr_PatientData,Patientdata,ss,Long,0.7123,50,0.8904
Openemr_PatientData,Patientdata,usertext5,String,emrbots,PatientCorePopulatedTable,PatientRace,String,0.4636,33,0.8464
Openemr_PatientData,Patientdata,usertext8,String,Openemr_Lists,Lists,date,DateTime,0.5628,50,0.8978
MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,Openemr_PatientData,Patientdata,referral_source,String,0.7715,47,0.9481
MedTakmi_Cdi_Emr_CareHistory,Cdi,department,String,Krsiloemr,tblPatient,eSeptal,Double,0.8154,43,0.9556
Openemr_Lists,Lists,verification,String,MedTakmi_Cdi_Emr_Therapy,Cdi,operativeProcedure1,String,0.7774,50,0.9223
LPanEmr,Patient,illness,String,Openemr_PatientData,Patientdata,guardiansex,String,0.4918,43,0.7727
MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.6413,75,0.8588
Openemr_PatientData,Patientdata,billing_note,String,emrbots,PatientCorePopulatedTable,PatientDateOfBirth,Date,0.561,33,0.8236
emrbots,PatientCorePopulatedTable,PatientLanguage,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,testName,String,0.5961,50,0.8505
Openemr_PatientData,Patientdata,deceased_reason,String,LPanEmr,Patient,birthday,Date,0.4852,25,0.7641
MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,LPanEmr,Patient,status,String,0.682,33,0.823
Openemr_PatientData,Patientdata,care_team_facility,String,Krsiloemr,tblPatient,LongitudinalStrain,Double,0.6059,22,0.7794
Openemr_PatientData,Patientdata,guardianrelationship,String,Openemr_Lists,Lists,id,Long,0.6849,50,0.9049
LPanEmr,Patient,advice,String,Openemr_PatientData,Patientdata,mothersname,String,0.5991,33,0.7499
Openemr_PatientData,Patientdata,userlist6,String,Openemr_Lists,Lists,activity,Long,0.5442,25,0.9269
emrbots,PatientCorePopulatedTable,PatientRace,String,Openemr_PatientData,Patientdata,fname,String,0.5952,40,0.8502
MedTakmi_Cdi_Emr_laboratoryTest,Cdi,date,DateTime,Openemr_PatientData,Patientdata,email_direct,String,0.4728,50,0.8285
Openemr_Lists,Lists,classification,Long,Openemr_PatientData,Patientdata,guardianphone,Long,0.6994,40,0.8272
Openemr_Lists,Lists,list_option_id,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.6507,21,0.8517
LPanEmr,Patient,illness,String,emrbots,PatientCorePopulatedTable,diagnosis,String,0.6137,43,0.874
Openemr_Lists,Lists,erx_uploaded,Long,emrbots,PatientCorePopulatedTable,AdmissionStartDate,Date,0.7218,25,0.9154
Openemr_Lists,Lists,subtype,String,LPanEmr,Patient,advice,String,0.7263,17,0.9381
Krsiloemr,tblPatient,Ee,Double,Openemr_PatientData,Patientdata,allow_imm_reg_use,String,0.6533,50,0.86
Openemr_Lists,Lists,destination,String,LPanEmr,Patient,status,String,0.8401,67,0.9507
Krsiloemr,tblPatient,Gender,String,Openemr_PatientData,Patientdata,guardianworkphone,Long,0.5548,33,0.8275
Openemr_PatientData,Patientdata,industry,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,diseaseNameOnDischarge,String,0.4752,38,0.8101
Openemr_PatientData,Patientdata,hipaa_allowsms,String,MedTakmi_Cdi_Emr_laboratoryTest,Cdi,material,String,0.676,38,0.943
Openemr_PatientData,Patientdata,phone_biz,Long,Krsiloemr,tblPatient,PatientName,String,0.539,22,0.7858
Openemr_PatientData,Patientdata,completed_ad,String,MedTakmi_Cdi_Emr_Profile,Cdi,patientID,Long,0.6176,33,0.8057
MedTakmi_Cdi_Emr_Profile,Cdi,name,String,Openemr_PatientData,Patientdata,homeless,String,0.3317,50,0.7373
Openemr_PatientData,Patientdata,ethnoracial,String,Openemr_Lists,Lists,list_option_id,String,0.6529,27,0.917
Openemr_PatientData,Patientdata,userlist1,String,MedTakmi_Cdi_Emr_Diagnosis,Cdi,dateOfDischarge,Date,0.6859,33,0.9385
Openemr_PatientData,Patientdata,soap_import_status,String,Openemr_Lists,Lists,subtype,String,0.547,29,0.8635
Krsiloemr,tblPatient,PhysicalExam,Long,Openemr_PatientData,Patientdata,guardianaddress,String,0.5985,25,0.8913
LPanEmr,Patient,name,String,Openemr_PatientData,Patientdata,usertext8,String,0.6432,25,0.9154
